"CaseID","Opened","Closed","Updated","Status","Status Notes","Responsible Agency","Category","Request Type","Request Details","Address","Street","Supervisor District","Neighborhood","Police District","Latitude","Longitude","Point","Source","Media URL"
"9470453","08/29/2018 02:22:00 PM","08/29/2018 07:04:09 PM","08/29/2018 07:04:09 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of VALLEJO ST and KEARNY ST","VALLEJO ST","3","North Beach","CENTRAL","37.7989692688","-122.40564727783","POINT (-122.40564728 37.79896927)","Phone",
"9470191","08/29/2018 01:36:00 PM","09/02/2018 02:24:00 PM","09/02/2018 02:24:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","36 CARD ALY, SAN FRANCISCO, CA, 94133","CARD ALY","3","North Beach","CENTRAL","37.79915237427","-122.40956878662","POINT (-122.40956879 37.79915237)","Phone",
"9469967","08/29/2018 01:04:00 PM","08/30/2018 07:07:00 PM","08/30/2018 07:07:00 PM","Closed","Case Transferred - Extremely stained sdwlk nxt to city can. Please transfer to steamer. Maybe graveyard , or early a.m. , as this is a crowded pedestrian area where people wait in line for cable cars...thank you !","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other","499 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.80536270142","-122.41439056397","POINT (-122.41439056 37.8053627)","Phone",
"9469670","08/29/2018 12:21:19 PM","08/29/2018 03:51:51 PM","08/29/2018 03:51:51 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","131 JASPER PL, SAN FRANCISCO, CA, 94133","JASPER PL","3","North Beach","CENTRAL","37.80102913387","-122.40852328923","POINT (-122.40852329 37.80102913)","Mobile/Open311","http://mobile311.sfgov.org/reports/9469670/photos"
"9469325","08/29/2018 11:31:43 AM","08/29/2018 05:26:25 PM","08/29/2018 05:26:25 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of GRANT AVE and GREENWICH ST","GRANT AVE","3","North Beach","CENTRAL","37.80250549316","-122.40795898438","POINT (-122.40795898 37.80250549)","Integrated Agency",
"9468312","08/29/2018 09:14:00 AM","08/29/2018 12:33:00 PM","08/29/2018 12:33:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","1699 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.8012969756","-122.409427943","POINT (-122.40942794 37.80129698)","Mobile/Open311",
"9467676","08/29/2018 07:22:35 AM","08/29/2018 03:06:14 PM","08/29/2018 03:06:14 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","625 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.79863905072","-122.40806975489","POINT (-122.40806975 37.79863905)","Mobile/Open311","http://mobile311.sfgov.org/reports/9467676/photos"
"9467539","08/29/2018 06:34:00 AM","08/29/2018 03:08:30 PM","08/29/2018 03:08:30 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","1301 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.79780197144","-122.40888977051","POINT (-122.40888977 37.79780197)","Phone",
"9467026","08/28/2018 09:01:00 PM","08/29/2018 07:27:23 AM","08/29/2018 07:27:23 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","Intersection of VALLEJO ST and COLUMBUS AVE","VALLEJO ST","3","North Beach","CENTRAL","37.79869842529","-122.40786743164","POINT (-122.40786743 37.79869843)","Phone",
"9466261","08/28/2018 05:09:00 PM","09/02/2018 02:22:00 PM","09/02/2018 02:22:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of VALLEJO ST and BARTOL ST","VALLEJO ST","3","North Beach","CENTRAL","37.79921722412","-122.40368652344","POINT (-122.40368652 37.79921722)","Phone",
"9464267","08/28/2018 12:21:00 PM","09/02/2018 12:57:00 PM","09/02/2018 12:57:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","435 UNION ST, SAN FRANCISCO, CA, 94133","UNION ST","3","North Beach","CENTRAL","37.80074491359","-122.40658211078","POINT (-122.40658211 37.80074491)","Mobile/Open311",
"9464015","08/28/2018 11:43:00 AM","09/02/2018 02:19:00 PM","09/02/2018 02:19:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of GIBB ST and COLUMBUS AVE","GIBB ST","3","North Beach","CENTRAL","37.79606246948","-122.40406799316","POINT (-122.40406799 37.79606247)","Phone",
"9463301","08/28/2018 10:07:00 AM","08/28/2018 11:05:25 PM","08/28/2018 11:05:25 PM","Closed","Case is a Duplicate - Request is a duplicate and has been previously reported as 9458133","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","2220 POWELL ST, SAN FRANCISCO, CA, 94133","POWELL ST","3","North Beach","CENTRAL","37.80515249382","-122.41183010872","POINT (-122.41183011 37.80515249)","Mobile/Open311","http://mobile311.sfgov.org/reports/9463301/photos"
"9463004","08/28/2018 09:34:00 AM","08/28/2018 11:12:00 AM","08/28/2018 11:12:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","600 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.798834","-122.407227","POINT (-122.407227 37.798834)","Mobile/Open311","http://mobile311.sfgov.org/reports/9463004/photos"
"9462999","08/28/2018 09:33:00 AM","08/28/2018 11:08:00 AM","08/28/2018 11:08:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","600 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.798828","-122.407242","POINT (-122.407242 37.798828)","Mobile/Open311","http://mobile311.sfgov.org/reports/9462999/photos"
"9462779","08/28/2018 09:09:00 AM","08/28/2018 10:58:00 AM","08/28/2018 10:58:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1355 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.798471","-122.408905","POINT (-122.408905 37.798471)","Mobile/Open311","http://mobile311.sfgov.org/reports/9462779/photos"
"9462770","08/28/2018 09:08:47 AM","08/28/2018 11:00:00 AM","08/28/2018 11:00:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of STOCKTON ST and VALLEJO ST","STOCKTON ST","3","North Beach","CENTRAL","37.798544","-122.40886","POINT (-122.40886 37.798544)","Mobile/Open311","http://mobile311.sfgov.org/reports/9462770/photos"
"9461698","08/27/2018 11:03:00 PM","08/29/2018 02:06:00 AM","08/29/2018 02:06:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","559 PACIFIC AVE, SAN FRANCISCO, CA, 94133","PACIFIC AVE","3","North Beach","CENTRAL","37.7971496582","-122.40453338623","POINT (-122.40453339 37.79714966)","Phone",
"9461129","08/27/2018 06:35:55 PM","02/06/2019 09:30:41 PM","02/06/2019 09:30:41 PM","Closed","Case Resolved - Per process - cases are closed 10 days after assignment.","Clear Channel - Transit Queue","Street and Sidewalk Cleaning","Transit_shelter_platform","Transit_shelter_platform","Intersection of PFEIFFER ST and GRANT AVE","PFEIFFER ST","3","North Beach","CENTRAL","37.8048702","-122.4081675","POINT (-122.4081675 37.8048702)","Web",
"9461068","08/27/2018 06:18:31 PM","08/28/2018 07:38:58 AM","08/28/2018 07:38:58 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","140 JASPER PL, SAN FRANCISCO, CA, 94133","JASPER PL","3","North Beach","CENTRAL","37.801161025","-122.40842195527","POINT (-122.40842196 37.80116103)","Mobile/Open311","http://mobile311.sfgov.org/reports/9461068/photos"
"9460806","08/27/2018 05:17:00 PM","08/27/2018 06:50:51 PM","08/27/2018 06:50:51 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","139 JASPER PL, SAN FRANCISCO, CA, 94133","JASPER PL","3","North Beach","CENTRAL","37.801109","-122.408583","POINT (-122.408583 37.801109)","Mobile/Open311","http://mobile311.sfgov.org/reports/9460806/photos"
"9460734","08/27/2018 05:00:00 PM","09/02/2018 02:18:00 PM","09/02/2018 02:18:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","309 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.80582817343","-122.41242816032","POINT (-122.41242816 37.80582817)","Mobile/Open311","http://mobile311.sfgov.org/reports/9460734/photos"
"9460157","08/27/2018 03:20:00 PM","08/27/2018 05:50:10 PM","08/27/2018 05:50:10 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of VALLEJO ST and KEARNY ST","VALLEJO ST","3","North Beach","CENTRAL","37.7989692688","-122.40564727783","POINT (-122.40564728 37.79896927)","Phone",
"9459267","08/27/2018 01:04:52 PM","09/02/2018 12:57:00 PM","09/02/2018 12:57:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of MONTGOMERY ST and VALLEJO ST","MONTGOMERY ST","3","North Beach","CENTRAL","37.79914406652","-122.40418672416","POINT (-122.40418672 37.79914407)","Mobile/Open311","http://mobile311.sfgov.org/reports/9459267/photos"
"9458932","08/27/2018 12:16:05 PM","08/27/2018 05:49:55 PM","08/27/2018 05:49:55 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of VALLEJO ST and KEARNY ST","VALLEJO ST","3","North Beach","CENTRAL","37.79897388074","-122.40568857651","POINT (-122.40568858 37.79897388)","Mobile/Open311","http://mobile311.sfgov.org/reports/9458932/photos"
"9458133","08/27/2018 10:32:00 AM","08/28/2018 07:49:00 AM","08/28/2018 07:49:00 AM","Closed","Case Transferred","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of POWELL ST and VANDEWATER ST","POWELL ST","3","North Beach","CENTRAL","37.80524893201","-122.41175693351","POINT (-122.41175693 37.80524893)","Mobile/Open311","http://mobile311.sfgov.org/reports/9458133/photos"
"9458005","08/27/2018 10:18:00 AM","08/28/2018 07:50:00 AM","08/28/2018 07:50:00 AM","Closed","Case Transferred","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of MONTGOMERY ST and PACIFIC AVE","MONTGOMERY ST","3","North Beach","CENTRAL","37.7972984314","-122.40367889404","POINT (-122.40367889 37.79729843)","Phone",
"9457738","08/27/2018 09:44:53 AM","08/27/2018 02:09:34 PM","08/27/2018 02:09:34 PM","Closed","Case Resolved - WASTE NOT FOUND .","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","527 BROADWAY, SAN FRANCISCO, CA, 94133","BROADWAY","3","North Beach","CENTRAL","37.79780927224","-122.40593834742","POINT (-122.40593835 37.79780927)","Mobile/Open311","http://mobile311.sfgov.org/reports/9457738/photos"
"9457718","08/27/2018 09:42:01 AM","08/27/2018 10:11:00 AM","08/27/2018 10:11:00 AM","Closed","Scheduled","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","413 VALLEJO ST, SAN FRANCISCO, CA, 94133","VALLEJO ST","3","North Beach","CENTRAL","37.79900456859","-122.40467069563","POINT (-122.4046707 37.79900457)","Mobile/Open311","http://mobile311.sfgov.org/reports/9457718/photos"
"9457510","08/27/2018 09:15:00 AM","08/28/2018 07:50:00 AM","08/28/2018 07:50:00 AM","Closed","Case Transferred","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","309 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.80567866521","-122.41237822544","POINT (-122.41237823 37.80567867)","Mobile/Open311",
"9457028","08/27/2018 08:12:28 AM","08/27/2018 02:37:22 PM","08/27/2018 02:37:22 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of CADELL PL and END (000 BLOCK OF)","CADELL PL","3","North Beach","CENTRAL","37.80104089091","-122.4080926673","POINT (-122.40809267 37.80104089)","Mobile/Open311","http://mobile311.sfgov.org/reports/9457028/photos"
"9456894","08/27/2018 07:49:41 AM","08/27/2018 08:50:00 AM","08/27/2018 08:50:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","84 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.80522921313","-122.41310015067","POINT (-122.41310015 37.80522921)","Mobile/Open311",
"9456858","08/27/2018 07:42:00 AM","08/27/2018 01:39:00 PM","08/27/2018 01:39:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of CHESTNUT ST and POWELL ST","CHESTNUT ST","3","North Beach","CENTRAL","37.80396270752","-122.41158294678","POINT (-122.41158295 37.80396271)","Phone",
"9456504","08/27/2018 01:12:00 AM","08/29/2018 01:56:00 AM","08/29/2018 01:56:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Medical Waste","Needles","1148 KEARNY ST, SAN FRANCISCO, CA, 94133","KEARNY ST","3","North Beach","CENTRAL","37.79866027832","-122.40546417236","POINT (-122.40546417 37.79866028)","Phone",
"9456099","08/26/2018 07:37:00 PM","08/27/2018 03:09:00 PM","08/27/2018 03:09:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","434 FRANCISCO ST, SAN FRANCISCO, CA, 94133","FRANCISCO ST","3","North Beach","CENTRAL","37.80480185993","-122.41234514874","POINT (-122.41234515 37.80480186)","Mobile/Open311","http://mobile311.sfgov.org/reports/9456099/photos"
"9455485","08/26/2018 04:03:27 PM","02/06/2019 09:30:40 PM","02/06/2019 09:30:40 PM","Closed","Case Resolved - Per process - cases are closed 10 days after assignment.","Clear Channel - Transit Queue","Street and Sidewalk Cleaning","Transit_shelter_platform","Transit_shelter_platform","602 BROADWAY, SAN FRANCISCO, CA, 94133","BROADWAY","3","North Beach","CENTRAL","37.797907","-122.40712","POINT (-122.40712 37.797907)","Mobile/Open311","http://mobile311.sfgov.org/reports/9455485/photos"
"9455319","08/26/2018 03:21:00 PM","09/02/2018 12:57:00 PM","09/02/2018 12:57:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","Intersection of MASON ST and BAY ST","MASON ST","3","North Beach","CENTRAL","37.80561828613","-122.41360473633","POINT (-122.41360474 37.80561829)","Phone",
"9454959","08/26/2018 01:45:00 PM","08/26/2018 04:36:00 PM","08/26/2018 04:36:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","405 GREEN ST, SAN FRANCISCO, CA, 94133","GREEN ST","3","North Beach","CENTRAL","37.799919","-122.405927","POINT (-122.405927 37.799919)","Mobile/Open311","http://mobile311.sfgov.org/reports/9454959/photos"
"9454026","08/26/2018 09:32:00 AM","08/26/2018 10:27:00 AM","08/26/2018 10:27:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","2237 MASON ST, SAN FRANCISCO, CA, 94133","MASON ST","3","North Beach","CENTRAL","37.80428695679","-122.41346740723","POINT (-122.41346741 37.80428696)","Twitter",
"9453980","08/26/2018 09:22:49 AM","08/27/2018 07:20:06 AM","08/27/2018 07:20:06 AM","Closed","Case Resolved - Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","Intersection of FRANCISCO ST and MASON ST","FRANCISCO ST","3","North Beach","CENTRAL","37.80471485577","-122.41360553552","POINT (-122.41360554 37.80471486)","Mobile/Open311","http://mobile311.sfgov.org/reports/9453980/photos"
"9453943","08/26/2018 09:15:00 AM","08/27/2018 08:41:00 AM","08/27/2018 08:41:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","383 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.80539374802","-122.41358625714","POINT (-122.41358626 37.80539375)","Mobile/Open311","http://mobile311.sfgov.org/reports/9453943/photos"
"9453502","08/26/2018 01:21:00 AM","08/27/2018 07:18:12 AM","08/27/2018 07:18:12 AM","Closed","Case Resolved - Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","1847 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80281829834","-122.40983581543","POINT (-122.40983582 37.8028183)","Phone",
"9452556","08/25/2018 05:16:00 PM","08/28/2018 08:15:00 AM","08/28/2018 08:15:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","86 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.80519844968","-122.413177807","POINT (-122.41317781 37.80519845)","Mobile/Open311","http://mobile311.sfgov.org/reports/9452556/photos"
"9452554","08/25/2018 05:15:00 PM","08/28/2018 08:15:00 AM","08/28/2018 08:15:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","383 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.80534587701","-122.4135102286","POINT (-122.41351023 37.80534588)","Mobile/Open311","http://mobile311.sfgov.org/reports/9452554/photos"
"9452534","08/25/2018 05:10:59 PM","08/27/2018 07:10:32 AM","08/27/2018 07:10:32 AM","Closed","Case Resolved - Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","499 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.80530276246","-122.41423778247","POINT (-122.41423778 37.80530276)","Mobile/Open311","http://mobile311.sfgov.org/reports/9452534/photos"
"9452090","08/25/2018 03:06:00 PM","08/28/2018 08:13:00 AM","08/28/2018 08:13:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other","17 SONOMA ST, SAN FRANCISCO, CA, 94133","SONOMA ST","3","North Beach","CENTRAL","37.80049841895","-122.4063824321","POINT (-122.40638243 37.80049842)","Mobile/Open311",
"9452079","08/25/2018 03:03:00 PM","08/28/2018 08:13:00 AM","08/28/2018 08:13:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other","17 SONOMA ST, SAN FRANCISCO, CA, 94133","SONOMA ST","3","North Beach","CENTRAL","37.80054148991","-122.40637614346","POINT (-122.40637614 37.80054149)","Mobile/Open311",
"9451816","08/25/2018 01:44:00 PM","08/28/2018 08:12:00 AM","08/28/2018 08:12:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","501 FRANCISCO ST, SAN FRANCISCO, CA, 94133","FRANCISCO ST","3","North Beach","CENTRAL","37.80462961182","-122.41367845808","POINT (-122.41367846 37.80462961)","Mobile/Open311","http://mobile311.sfgov.org/reports/9451816/photos"
"9451572","08/25/2018 12:40:38 PM","08/27/2018 09:50:00 AM","08/27/2018 09:50:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of BAY ST and STOCKTON ST","BAY ST","3","North Beach","CENTRAL","37.80602962178","-122.41032333969","POINT (-122.41032334 37.80602962)","Mobile/Open311",
"9451254","08/25/2018 11:33:00 AM","08/25/2018 12:52:00 PM","08/25/2018 12:52:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","86 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.80519767663","-122.41333429735","POINT (-122.4133343 37.80519768)","Mobile/Open311",
"9450975","08/25/2018 10:38:00 AM","08/25/2018 11:30:00 AM","08/25/2018 11:30:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","265 BAY ST, SAN FRANCISCO, CA, 94133","BAY ST","3","North Beach","CENTRAL","37.8059757514","-122.41149882514","POINT (-122.41149883 37.80597575)","Mobile/Open311",
"9450707","08/25/2018 09:44:00 AM","08/25/2018 10:45:00 AM","08/25/2018 10:45:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","17 SONOMA ST, SAN FRANCISCO, CA, 94133","SONOMA ST","3","North Beach","CENTRAL","37.80052852364","-122.40636959479","POINT (-122.40636959 37.80052852)","Mobile/Open311",
"9450618","08/25/2018 09:25:53 AM","08/27/2018 06:47:39 AM","08/27/2018 06:47:39 AM","Closed","Case Resolved - Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of FILBERT ST and JASPER PL","FILBERT ST","3","North Beach","CENTRAL","37.80147171021","-122.40855407715","POINT (-122.40855408 37.80147171)","Integrated Agency",
"9449433","08/24/2018 06:48:44 PM","08/27/2018 02:22:00 PM","08/27/2018 02:22:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1748 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.80188833333","-122.40947833333","POINT (-122.40947833 37.80188833)","Mobile/Open311","http://mobile311.sfgov.org/reports/9449433/photos"
"9448641","08/24/2018 03:39:07 PM","08/26/2018 11:31:35 AM","08/26/2018 11:31:35 AM","Closed","Case Resolved - Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","329 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79835833333","-122.40725","POINT (-122.40725 37.79835833)","Mobile/Open311","http://mobile311.sfgov.org/reports/9448641/photos"
"9448633","08/24/2018 03:38:23 PM","08/27/2018 02:20:00 PM","08/27/2018 02:20:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Medical Waste","Needles","Intersection of GRANT AVE and FRESNO ST","GRANT AVE","3","North Beach","CENTRAL","37.79841166667","-122.40725","POINT (-122.40725 37.79841167)","Mobile/Open311","http://mobile311.sfgov.org/reports/9448633/photos"
"9448553","08/24/2018 03:27:00 PM","08/26/2018 11:31:33 AM","08/26/2018 11:31:33 AM","Closed","Case Resolved - Pickup completed","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of VALLEJO ST and KEARNY ST","VALLEJO ST","3","North Beach","CENTRAL","37.7989692688","-122.40564727783","POINT (-122.40564728 37.79896927)","Phone",
"9448348","08/24/2018 02:55:00 PM","08/27/2018 03:28:00 PM","08/27/2018 03:28:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","94 VANDEWATER ST, SAN FRANCISCO, CA, 94133","VANDEWATER ST","3","North Beach","CENTRAL","37.80518568945","-122.41337361288","POINT (-122.41337361 37.80518569)","Mobile/Open311","http://mobile311.sfgov.org/reports/9448348/photos"
"9447740","08/24/2018 01:06:00 PM","08/24/2018 05:47:14 PM","08/24/2018 05:47:14 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","2220 POWELL ST, SAN FRANCISCO, CA, 94133","POWELL ST","3","North Beach","CENTRAL","37.80511312106","-122.41182656834","POINT (-122.41182657 37.80511312)","Mobile/Open311","http://mobile311.sfgov.org/reports/9447740/photos"
"9447720","08/24/2018 01:02:00 PM","08/24/2018 05:46:10 PM","08/24/2018 05:46:10 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","539 FILBERT ST, SAN FRANCISCO, CA, 94133","FILBERT ST","3","North Beach","CENTRAL","37.80138468373","-122.40846617159","POINT (-122.40846617 37.80138468)","Mobile/Open311","http://mobile311.sfgov.org/reports/9447720/photos"
"9447364","08/24/2018 12:15:00 PM","08/25/2018 07:49:00 AM","08/25/2018 07:49:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","1371 GRANT AVE, SAN FRANCISCO, CA, 94133","GRANT AVE","3","North Beach","CENTRAL","37.799521","-122.407378","POINT (-122.407378 37.799521)","Mobile/Open311",
"9447170","08/24/2018 11:44:00 AM","08/24/2018 01:54:00 PM","08/24/2018 01:54:00 PM","Closed","Case Resolved","Recology_Overflowing","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","470 COLUMBUS AVE, SAN FRANCISCO, CA, 94133","COLUMBUS AVE","3","North Beach","CENTRAL","37.79942516241","-122.40862693649","POINT (-122.40862694 37.79942516)","Mobile/Open311","http://mobile311.sfgov.org/reports/9447170/photos"
"9446095","08/24/2018 09:26:00 AM","08/24/2018 10:55:00 AM","08/24/2018 10:55:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","473 JACKSON ST, SAN FRANCISCO, CA, 94111","JACKSON ST","3","North Beach","CENTRAL","37.79637908936","-122.40302276611","POINT (-122.40302277 37.79637909)","Phone",
"9446066","08/24/2018 09:20:29 AM","08/24/2018 03:40:00 PM","08/24/2018 03:40:00 PM","Closed","Case Resolved","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1437 STOCKTON ST, SAN FRANCISCO, CA, 94133","STOCKTON ST","3","North Beach","CENTRAL","37.7990746","-122.4090739","POINT (-122.4090739 37.7990746)","Web",
"9445877","08/24/2018 08:48:58 AM","08/24/2018 03:09:39 PM","08/24/2018 03:09:39 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","7 KRAMER PL, SAN FRANCISCO, CA, 94133","KRAMER PL","3","North Beach","CENTRAL","37.8020837","-122.4082701","POINT (-122.4082701 37.8020837)","Web","http://mobile311.sfgov.org/reports/9445877/photos"
